mod,translation,direction,pattern,is_great,modid,name,classname,args,book_anchor
Hexbound,Starting Distillation,EAST,wqqqq,false,hexbound,pattern/head,OpPatternHead,"pattern, num → pattern",#patterns/pattern_editing@hexbound:pattern/head
Hexbound,Treasurer's Purification,WEST,dedqaq,false,hexbound,get_stack_prop/size,OpGetStackSize,item stack → num,#patterns/item_patterns@hexbound:get_stack_prop/size
Hexbound,Unstable Hex Shield,NORTH_EAST,eqdweeqdw,false,hexbound,create_shield/glitchy,OpCreateShield,"vec, vec, num →",#patterns/spells/shield@hexbound:create_shield/glitchy
Hexbound,Winding Purification,WEST,qeeee,false,hexbound,pattern/start_dir,OpPatternStartDir,pattern → num,#patterns/pattern_editing@hexbound:pattern/start_dir
Hexbound,Zone Distillation: Construct,SOUTH_EAST,qqqqqwdeddwedde,false,hexbound,zone_entity/construct,OpGetEntitiesBy,"vector, number → list",#patterns/constructs/selecting_constructs@hexbound:zone_entity/construct
Hexbound,Zone Distillation: Non-Construct,SOUTH_EAST,eeeeewaqaawedde,false,hexbound,zone_entity/not_construct,OpGetEntitiesBy,"vector, number → list",#patterns/constructs/selecting_constructs@hexbound:zone_entity/not_construct
MoreIotas,Addition Distillation: Matrix,EAST,waawawaeawwaea,false,moreiotas,matrix/add,OpAddMatrix,"mat, mat → mat",#patterns/matrices@moreiotas:matrix/add
MoreIotas,Blank Reflection,SOUTH_EAST,awdwa,false,moreiotas,string/empty,makeConstantOp,→ str,#patterns/strings@moreiotas:string/empty
MoreIotas,Breaking Reflection,EAST,waawaw,false,moreiotas,string/newline,makeConstantOp,→ str,#patterns/strings@moreiotas:string/newline
MoreIotas,Case Distillation,WEST,dwwdwwdwdd,false,moreiotas,string/case,OpCaseString,"str, bool | null → str",#patterns/strings@moreiotas:string/case
MoreIotas,Comma Reflection,EAST,qa,false,moreiotas,string/comma,makeConstantOp,→ str,#patterns/strings@moreiotas:string/comma
MoreIotas,Concatenation Distillation,NORTH_EAST,waawaqwawqq,false,moreiotas,string/add,OpAddStrings,"str, str → str",#patterns/strings@moreiotas:string/add
MoreIotas,Determinant Purification,WEST,aeawwaeawaw,false,moreiotas,matrix/determinant,OpDeterminantMatrix,mat → num,#patterns/matrices@moreiotas:matrix/determinant
MoreIotas,Discoverer's Distillation,EAST,waqwwaqa,false,moreiotas,string/find,OpFindString,"str, str → num",#patterns/strings@moreiotas:string/find
MoreIotas,Identity Purification,SOUTH_WEST,awwaeawwaqw,false,moreiotas,matrix/identity,OpIdentityMatrix,int ≥ 0 → mat,#patterns/matrices@moreiotas:matrix/identity
MoreIotas,Input Purification,EAST,aqwaq,false,moreiotas,string/parse,OpParseString,str → num | null,#patterns/strings@moreiotas:string/parse
MoreIotas,Inverse Purification,WEST,wwdqdwwdqaq,false,moreiotas,matrix/inverse,OpInverseMatrix,mat → mat,#patterns/matrices@moreiotas:matrix/inverse
MoreIotas,Length Distillation: Str,EAST,waqaeaq,false,moreiotas,string/len,OpLenString,str → num,#patterns/strings@moreiotas:string/len
MoreIotas,Listener's Reflection,EAST,wded,false,moreiotas,string/chat/all,OpChatString,→ str,#patterns/strings@moreiotas:string/chat/all
MoreIotas,Mitosis Gambit,SOUTH_WEST,dwaqawdwdwwdqdwwd,false,moreiotas,matrix/split/hori,OpSplitMatrix,"mat, num → mat, mat",#patterns/matrices@moreiotas:matrix/split/hori
MoreIotas,Multiplication Distillation: Matrix,SOUTH_EAST,waqawawwaeaww,false,moreiotas,matrix/mul,OpMulMatrix,"mat, mat → mat",#patterns/matrices@moreiotas:matrix/mul
MoreIotas,Patternmaster's Purification,NORTH_WEST,wdwewdwdw,false,moreiotas,string/action,OpActionString,pattern → str | null,#patterns/strings@moreiotas:string/action
MoreIotas,Reader's Purification,EAST,awqwawqe,false,moreiotas,string/block/get,OpGetBlockString,vec → str | [str],#patterns/strings@moreiotas:string/block/get
MoreIotas,Restoration Purification,SOUTH_EAST,dwwdqdwwddawd,false,moreiotas,matrix/unmake,OpUnmakeMatrix,mat → num | vec | list,#patterns/matrices@moreiotas:matrix/unmake
MoreIotas,Rotation Distillation,SOUTH_WEST,awwaeawwawawddw,false,moreiotas,matrix/rotation,OpRotationMatrix,"vec, num → mat",#patterns/matrices@moreiotas:matrix/rotation
MoreIotas,Scrivener's Purification,EAST,wawqwawaw,false,moreiotas,string/iota,OpIotaString,any → str,#patterns/strings@moreiotas:string/iota
MoreIotas,Separation Distillation,EAST,aqwaqa,false,moreiotas,string/split,OpSplitString,"str, str → [str]",#patterns/strings@moreiotas:string/split
MoreIotas,Sifter's Gambit,SOUTH_EAST,qwaqa,false,moreiotas,string/chat/prefix/set,OpSetChatPrefix,str | null →,#patterns/strings@moreiotas:string/chat/prefix/set
MoreIotas,Sifter's Reflection,NORTH_EAST,ewded,false,moreiotas,string/chat/prefix/get,OpGetChatPrefix,→ str | null,#patterns/strings@moreiotas:string/chat/prefix/get
MoreIotas,Spacing Reflection,SOUTH_EAST,awdwaaww,false,moreiotas,string/space,makeConstantOp,→ str,#patterns/strings@moreiotas:string/space
MoreIotas,Sprawling Distillation,SOUTH_EAST,dwwdqdwwdwdwaqawd,false,moreiotas,matrix/concat/hori,OpConcatMatrix,"mat, mat → mat",#patterns/matrices@moreiotas:matrix/concat/hori
MoreIotas,Toppling Gambit,SOUTH_EAST,awdedwawawwaeawwa,false,moreiotas,matrix/split/vert,OpSplitMatrix,"mat, num → mat, mat",#patterns/matrices@moreiotas:matrix/split/vert
MoreIotas,Tower Distillation,SOUTH_WEST,awwaeawwawawdedwa,false,moreiotas,matrix/concat/vert,OpConcatMatrix,"mat, mat → mat",#patterns/matrices@moreiotas:matrix/concat/vert
MoreIotas,Transformation Purification,SOUTH_WEST,awwaeawwaadwa,false,moreiotas,matrix/make,OpMakeMatrix,num | vec | list → mat,#patterns/matrices@moreiotas:matrix/make
MoreIotas,Transpose Purification,EAST,wwaeawwaede,false,moreiotas,matrix/transpose,OpTransposeMatrix,mat → mat,#patterns/matrices@moreiotas:matrix/transpose
MoreIotas,Whisper Reflection,EAST,waqa,false,moreiotas,string/chat/caster,OpChatString,→ str,#patterns/strings@moreiotas:string/chat/caster
MoreIotas,Winnowing Distillation,EAST,aqwwaqwaad,false,moreiotas,string/sub,OpSubString,"str, num, num → str",#patterns/strings@moreiotas:string/sub
MoreIotas,Write,WEST,dwewdweq,false,moreiotas,string/block/set,OpSetBlockString,"vec, str | [str] →",#patterns/strings@moreiotas:string/block/set
MoreIotas,Zero Distillation,SOUTH_WEST,awwaeawwa,false,moreiotas,matrix/zero,OpZeroMatrix,"int ≥ 0, int ≥ 0 → mat",#patterns/matrices@moreiotas:matrix/zero
